,1st_flr_sf,2nd_flr_sf,3ssn_porch,alley,bedroom_abvgr,bldg_type,bsmt_cond,bsmt_exposure,bsmt_full_bath,bsmt_half_bath,bsmt_qual,bsmt_unf_sf,bsmtfin_sf_1,bsmtfin_sf_2,bsmtfin_type_1,bsmtfin_type_2,central_air,condition_1,condition_2,electrical,enclosed_porch,exter_cond,exter_qual,exterior_1st,exterior_2nd,fence,fireplace_qu,fireplaces,foundation,full_bath,functional,garage_area,garage_cars,garage_cond,garage_finish,garage_qual,garage_type,garage_yr_blt,gr_liv_area,half_bath,heating,heating_qc,house_style,id,kitchen_abvgr,kitchen_qual,land_contour,land_slope,lot_area,lot_config,lot_frontage,lot_shape,low_qual_fin_sf,ms_subclass,mas_vnr_area,mas_vnr_type,misc_feature,misc_val,mo_sold,neighborhood,open_porch_sf,overall_cond,overall_qual,pid,paved_drive,pool_area,pool_qc,roof_matl,roof_style,sale_type,saleprice,screen_porch,street,totrms_abvgrd,total_bsmt_sf,utilities,wood_deck_sf,year_built,year_remod/add,yr_sold,neighborhood_rank,bsmt_num,fireplace,exter_num,baths,yr_remod_or_built,garage_space,sqft_above,overall_qual_gr_liv_area,1st_flr_and_total_bsmt_sqft,1st_flr_gr_liv_area_total_bsmt_sqft,deck_or_porch,condition_rank,ms_zoning_C (all),ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM
281,1800,0,0,None,2,TwnhsE,3,No,1.0,0.0,5,596.0,1204.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,5,MetalSd,MetalSd,None,4,1,PConc,2,7,944.0,3.0,3,RFn,3,Attchd,2008.0,1800,0,GasA,5,1Story,1075,1,5,Lvl,Gtl,8232,Inside,89.0,IR1,0,120,714.0,BrkFace,None,0,6,NridgHt,0,5,9,528186130,Y,0,1,CompShg,Hip,New,370967,0,Pave,6,1800.0,AllPub,210,2007,2008,2008,27,15,4,15,3.0,4030056,2832.0,3240000,16200,3240000.0,5832000000.0,0,4,0,0,0,0,1,0
282,855,601,0,None,3,Twnhs,3,No,0.0,0.0,3,341.0,514.0,0.0,ALQ,Unf,Y,2,2,SBrkr,0,3,3,Plywood,Brk Cmn,None,3,1,CBlock,2,7,440.0,2.0,3,Unf,3,Attchd,1975.0,1456,1,GasA,3,2Story,34,1,4,Lvl,Gtl,2280,FR2,24.0,Reg,0,160,0.0,None,None,0,6,NPkVill,0,6,6,527453130,Y,0,1,CompShg,Gable,WD ,149900,0,Pave,6,855.0,AllPub,173,1975,1975,2010,10,9,3,9,2.5,3900625,880.0,1244880,8736,731025.0,1064372400.0,0,4,0,0,0,0,1,0
283,831,829,0,None,3,1Fam,3,No,0.0,0.0,4,831.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,0,0,PConc,2,7,493.0,2.0,3,RFn,3,Attchd,2002.0,1660,1,GasA,5,2Story,847,1,4,Lvl,Gtl,8935,Inside,68.0,IR1,0,60,95.0,BrkFace,None,0,7,CollgCr,68,5,7,907192030,Y,0,1,CompShg,Gable,WD ,195000,0,Pave,7,831.0,AllPub,144,2002,2002,2009,19,12,0,12,2.5,4008004,986.0,1379460,11620,690561.0,1146331260.0,0,4,0,0,0,0,1,0
284,812,670,0,None,3,1Fam,3,No,0.0,0.0,4,384.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,3,HdBoard,HdBoard,None,3,1,PConc,2,7,392.0,2.0,3,Fin,3,Attchd,1992.0,1482,1,GasA,4,SLvl,1629,1,4,Lvl,Gtl,9125,Inside,68.0,IR1,0,80,170.0,BrkFace,None,0,7,Gilbert,25,5,7,527165100,Y,0,1,CompShg,Gable,WD ,163900,0,Pave,7,384.0,AllPub,100,1992,1992,2007,16,12,3,9,2.5,3968064,784.0,1203384,10374,311808.0,462099456.0,0,4,0,0,0,0,1,0
285,1522,0,0,None,3,1Fam,3,No,0.0,0.0,4,0.0,299.0,891.0,BLQ,LwQ,Y,2,2,SBrkr,0,3,3,Wd Sdng,Wd Sdng,GdPrv,3,1,PConc,2,7,552.0,2.0,3,Fin,3,Attchd,1984.0,1522,0,GasA,5,1Story,2073,1,3,Lvl,Gtl,11075,Corner,68.0,Reg,0,20,136.0,BrkFace,None,0,2,ClearCr,77,5,6,905352010,Y,0,1,CompShg,Hip,WD ,182000,168,Pave,7,1190.0,AllPub,0,1984,1984,2007,21,12,3,9,2.0,3936256,1104.0,2316484,9132,1811180.0,2756615960.0,0,4,0,0,0,0,1,0
286,2036,0,0,None,3,1Fam,3,Gd,1.0,0.0,5,432.0,1758.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,5,CemntBd,CmentBd,None,5,1,CBlock,2,7,780.0,3.0,3,Fin,3,Attchd,2008.0,2036,0,GasA,5,1Story,960,1,5,HLS,Gtl,13438,Corner,113.0,IR1,0,20,246.0,Stone,None,0,7,Timber,154,5,9,916382100,Y,0,1,CompShg,Gable,WD ,410000,0,Pave,9,2190.0,AllPub,90,2008,2008,2009,23,15,5,15,3.0,4032064,2340.0,4145296,18324,4458840.0,9078198240.0,0,4,0,0,0,0,1,0
287,1595,0,0,None,2,1Fam,3,No,1.0,0.0,4,1527.0,55.0,0.0,BLQ,Unf,Y,2,2,SBrkr,0,3,3,HdBoard,HdBoard,None,0,0,PConc,2,7,672.0,2.0,3,Unf,3,Detchd,1991.0,1595,0,GasA,3,1Story,955,1,3,Lvl,Gtl,11070,Inside,82.0,Reg,0,20,0.0,None,None,0,4,Mitchel,0,5,5,914476430,Y,0,1,CompShg,Gable,COD,152000,0,Pave,5,1582.0,AllPub,0,1991,1991,2009,13,12,0,9,3.0,3964081,1344.0,2544025,7975,2523290.0,4024647550.0,0,4,0,0,0,0,1,0
288,891,795,0,None,3,1Fam,3,No,0.0,0.0,4,891.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,0,0,PConc,2,7,462.0,2.0,3,Fin,3,Attchd,2005.0,1686,1,GasA,5,2Story,2476,1,4,Lvl,Gtl,7800,Inside,65.0,Reg,0,60,172.0,BrkFace,None,0,4,SawyerW,101,5,7,531376030,Y,0,1,CompShg,Gable,WD ,184000,0,Pave,8,891.0,AllPub,144,2005,2005,2006,14,12,0,12,2.5,4020025,924.0,1502226,11802,793881.0,1338483366.0,0,4,0,0,0,0,1,0
289,1344,0,0,None,2,Duplex,4,Gd,2.0,0.0,4,35.0,1309.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,4,3,VinylSd,VinylSd,None,0,0,PConc,2,7,784.0,4.0,3,Fin,3,Attchd,1997.0,1344,0,GasA,5,SFoyer,1590,2,3,Lvl,Gtl,7060,Inside,78.0,Reg,0,90,200.0,BrkFace,None,0,11,Mitchel,0,5,7,923202015,Y,0,1,CompShg,Gable,WD ,206300,0,Pave,8,1344.0,AllPub,0,1997,1998,2008,13,16,0,12,4.0,3990006,3136.0,1806336,9408,1806336.0,2427715584.0,0,4,0,0,0,0,0,1
290,1652,0,0,None,4,Duplex,3,No,0.0,0.0,3,1503.0,149.0,0.0,BLQ,Unf,Y,2,2,SBrkr,0,3,3,Plywood,Plywood,None,0,0,CBlock,2,7,928.0,3.0,3,Unf,3,2Types,1970.0,1652,0,GasA,3,1Story,2913,2,3,Lvl,Gtl,11836,Corner,68.0,IR1,0,90,0.0,None,None,0,3,Mitchel,0,5,5,923226150,Y,0,1,CompShg,Gable,WD ,146500,0,Pave,8,1652.0,AllPub,0,1970,1970,2006,13,9,0,9,2.0,3880900,2784.0,2729104,8260,2729104.0,4508479808.0,0,4,0,0,0,0,1,0
291,832,505,0,None,3,1Fam,3,No,0.0,0.0,3,832.0,0.0,0.0,Unf,Unf,Y,2,2,FuseA,0,3,3,MetalSd,MetalSd,None,0,0,CBlock,1,7,263.0,1.0,3,Unf,3,Attchd,1956.0,1337,0,GasA,3,1.5Fin,149,1,3,Lvl,Gtl,8382,Inside,60.0,Reg,0,50,0.0,None,None,0,2,NAmes,0,5,4,535180130,Y,0,1,CompShg,Gable,WD ,108000,0,Pave,5,832.0,AllPub,0,1956,1956,2010,12,9,0,9,1.0,3825936,263.0,1112384,5348,692224.0,925503488.0,0,4,0,0,0,0,1,0
292,1222,698,0,None,4,1Fam,3,No,0.0,0.0,3,570.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,3,MetalSd,MetalSd,GdPrv,3,1,CBlock,3,7,487.0,2.0,3,RFn,3,Attchd,1968.0,1920,0,GasA,4,SLvl,2525,1,4,Lvl,Gtl,10192,Inside,102.0,IR1,0,80,143.0,BrkFace,None,0,9,NWAmes,98,6,7,534126060,Y,0,1,CompShg,Gable,WD ,170000,0,Pave,8,570.0,AllPub,0,1968,1992,2006,17,9,3,9,3.0,3920256,974.0,2346240,13440,696540.0,1337356800.0,0,4,0,0,0,0,1,0
293,848,0,0,None,1,TwnhsE,3,Mn,1.0,0.0,4,186.0,662.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,0,0,PConc,1,7,420.0,2.0,3,RFn,3,Attchd,2004.0,848,0,GasA,5,1Story,1470,1,4,Lvl,Gtl,4426,Inside,68.0,Reg,0,120,205.0,BrkFace,None,0,2,CollgCr,0,5,6,907290250,Y,0,1,CompShg,Gable,WD ,145000,0,Pave,3,848.0,AllPub,140,2004,2004,2008,19,12,0,12,2.0,4016016,840.0,719104,5088,719104.0,609800192.0,0,4,0,0,0,0,0,1
294,1055,0,0,None,2,Twnhs,3,No,0.0,1.0,4,0.0,435.0,622.0,ALQ,LwQ,Y,2,2,SBrkr,0,3,3,Plywood,Brk Cmn,None,2,1,CBlock,2,7,440.0,2.0,3,RFn,3,Attchd,1975.0,1055,0,GasA,3,1Story,412,1,3,Lvl,Gtl,2280,FR2,24.0,Reg,0,120,0.0,None,None,0,8,NPkVill,27,5,7,527453140,Y,0,1,CompShg,Gable,WD ,123000,0,Pave,4,1057.0,AllPub,0,1975,1975,2009,10,12,2,9,2.5,3900625,880.0,1113025,7385,1115135.0,1176467425.0,0,4,0,0,0,0,1,0
295,1291,0,0,None,2,1Fam,3,Mn,1.0,0.0,4,288.0,1003.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,3,Wd Sdng,Wd Sdng,None,4,1,PConc,1,7,431.0,2.0,3,Unf,3,Attchd,1996.0,1291,0,GasA,5,1Story,1399,1,4,HLS,Gtl,2887,Inside,68.0,Reg,0,120,0.0,None,None,0,11,ClearCr,0,5,6,905351089,Y,0,1,CompShg,Gable,WD ,173000,0,Pave,6,1291.0,AllPub,307,1996,1997,2008,21,12,4,9,2.0,3986012,862.0,1666681,7746,1666681.0,2151685171.0,0,4,0,0,0,0,1,0
296,720,0,0,None,2,1Fam,3,No,0.0,0.0,3,624.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,4,3,VinylSd,VinylSd,None,0,0,BrkTil,1,7,484.0,2.0,3,Unf,3,Detchd,2005.0,720,0,GasA,4,1Story,183,1,3,Lvl,Gtl,8520,Inside,60.0,Reg,0,30,0.0,None,None,0,5,OldTown,0,8,6,902207140,Y,0,1,CompShg,Gable,WD ,105900,0,Pave,5,624.0,AllPub,106,1928,2003,2010,4,9,0,12,1.0,3861784,968.0,518400,4320,449280.0,323481600.0,0,4,0,0,0,0,0,1
297,526,462,0,None,2,Twnhs,3,Gd,1.0,0.0,4,0.0,462.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,3,CemntBd,CmentBd,GdWo,0,0,CBlock,1,7,297.0,1.0,3,Unf,3,BuiltIn,1973.0,988,0,GasA,3,SLvl,974,1,3,Lvl,Gtl,1596,Inside,21.0,Reg,0,180,0.0,None,None,0,11,MeadowV,101,5,4,923225360,Y,0,1,CompShg,Gable,WD ,91000,0,Pave,5,462.0,AllPub,120,1973,1973,2009,1,12,0,9,2.0,3892729,297.0,519688,3952,243012.0,240095856.0,0,4,0,0,0,0,0,1
298,986,537,0,None,3,1Fam,3,No,1.0,0.0,3,248.0,312.0,507.0,BLQ,Rec,N,2,2,SBrkr,81,3,3,BrkComm,Brk Cmn,None,3,1,BrkTil,2,2,295.0,1.0,3,Unf,3,Attchd,1949.0,1523,0,GasW,2,1.5Fin,930,1,2,Bnk,Gtl,15600,Inside,78.0,Reg,0,50,0.0,None,None,0,10,Crawfor,0,7,5,909426090,Y,0,1,CompShg,Gable,WD ,158000,0,Pave,7,1067.0,AllPub,0,1949,2005,2009,20,9,3,9,3.0,3907745,295.0,1501678,7615,1052062.0,1602290426.0,0,4,0,0,0,0,1,0
299,864,864,0,None,3,1Fam,3,No,0.0,0.0,4,864.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,0,0,PConc,2,7,572.0,2.0,3,RFn,3,Attchd,2004.0,1728,1,GasA,5,2Story,881,1,4,Lvl,Gtl,9313,Inside,65.0,IR1,0,60,0.0,None,None,0,4,CollgCr,56,5,7,907412020,Y,0,1,CompShg,Gable,WD ,190000,0,Pave,7,864.0,AllPub,187,2004,2004,2009,19,12,0,12,2.5,4016016,1144.0,1492992,12096,746496.0,1289945088.0,0,4,0,0,0,0,1,0
300,1239,0,0,None,1,TwnhsE,3,Gd,1.0,0.0,4,0.0,560.0,670.0,LwQ,GLQ,Y,2,2,SBrkr,0,3,4,BrkFace,BrkFace,None,2,1,PConc,1,7,477.0,2.0,3,Fin,3,Attchd,1995.0,1239,1,GasA,5,1Story,1180,1,4,Lvl,Gtl,11064,CulDSac,22.0,IR2,0,120,0.0,None,None,0,8,Veenker,24,5,8,533250110,Y,0,1,CompShg,Hip,WD ,217500,0,Pave,4,1230.0,AllPub,172,1995,1995,2008,24,12,2,12,2.5,3980025,954.0,1535121,9912,1523970.0,1888198830.0,0,4,0,0,0,0,1,0
301,1151,804,0,None,4,1Fam,3,No,0.0,0.0,3,821.0,330.0,0.0,ALQ,Unf,Y,2,2,FuseA,0,3,3,WdShing,Wd Shng,None,0,0,CBlock,2,7,356.0,1.0,3,Fin,3,Attchd,1958.0,1955,0,GasA,4,1.5Fin,1553,1,3,Lvl,Gtl,9000,Inside,75.0,Reg,0,50,162.0,BrkFace,None,0,1,IDOTRR,0,5,5,910226040,Y,0,1,CompShg,Gable,WD ,165500,0,Pave,7,1151.0,AllPub,0,1958,1958,2008,2,9,0,9,2.0,3833764,356.0,2250205,9775,1324801.0,2589985955.0,0,4,0,0,0,0,0,1
302,860,704,0,None,3,1Fam,3,No,0.0,0.0,3,429.0,275.0,0.0,Rec,Unf,Y,2,2,SBrkr,0,3,3,MetalSd,MetalSd,None,4,1,CBlock,1,7,234.0,1.0,3,Unf,3,Attchd,1941.0,1564,1,GasA,5,2Story,928,1,2,Bnk,Gtl,12000,Inside,75.0,Reg,0,70,0.0,None,None,0,7,Crawfor,0,7,7,909425060,Y,0,1,CompShg,Gable,WD ,174500,0,Pave,7,704.0,AllPub,0,1941,1950,2009,20,9,4,9,1.5,3784950,234.0,1345040,10948,605440.0,946908160.0,0,4,0,0,0,0,1,0
303,1204,0,0,None,3,1Fam,3,Av,0.0,0.0,5,416.0,0.0,0.0,Unf,Unf,Y,2,2,FuseA,0,3,3,Wd Sdng,Wd Sdng,None,0,0,CBlock,1,7,312.0,1.0,3,Unf,3,Basment,1954.0,1204,0,GasA,4,SLvl,1512,1,3,Bnk,Mod,7692,Inside,62.0,Reg,0,80,0.0,None,None,0,11,Edwards,0,6,4,908276140,Y,0,1,CompShg,Gable,WD ,100000,0,Pave,6,416.0,AllPub,0,1954,1954,2008,6,15,0,9,1.0,3818116,312.0,1449616,4816,500864.0,603040256.0,0,4,0,0,0,0,1,0
304,1329,0,0,None,3,1Fam,3,No,0.0,0.0,3,406.0,923.0,0.0,ALQ,Unf,Y,2,2,SBrkr,0,3,3,Wd Sdng,Wd Sdng,None,0,0,CBlock,1,7,312.0,1.0,3,Unf,3,Attchd,1958.0,1329,1,GasA,3,1Story,3,1,4,Lvl,Gtl,14267,Corner,81.0,IR1,0,20,108.0,BrkFace,Gar2,12500,6,NAmes,36,6,6,526351010,Y,0,1,CompShg,Hip,WD ,172000,0,Pave,6,1329.0,AllPub,393,1958,1958,2010,12,9,0,9,1.5,3833764,312.0,1766241,7974,1766241.0,2347334289.0,0,4,0,0,0,0,1,0
305,879,0,0,None,3,1Fam,3,No,0.0,0.0,3,102.0,330.0,432.0,BLQ,Rec,Y,2,2,SBrkr,0,3,3,HdBoard,HdBoard,None,0,0,CBlock,1,7,440.0,2.0,3,Unf,3,Attchd,1975.0,879,0,GasA,3,1Story,2140,1,3,Lvl,Gtl,9675,Corner,75.0,Reg,0,20,0.0,None,None,0,9,CollgCr,80,6,5,907202220,Y,0,1,CompShg,Hip,Con,120000,0,Pave,5,864.0,AllPub,0,1975,1975,2007,19,9,0,9,1.0,3900625,880.0,772641,4395,759456.0,667561824.0,0,4,0,0,0,0,1,0
306,841,0,0,None,2,1Fam,2,No,0.0,0.0,3,721.0,0.0,0.0,Unf,Unf,Y,1,2,SBrkr,24,2,2,Wd Sdng,AsbShng,None,0,0,CBlock,1,7,294.0,1.0,3,Unf,3,CarPort,1950.0,841,0,GasA,4,1Story,553,1,3,Lvl,Gtl,8400,Inside,60.0,Reg,0,20,0.0,None,None,0,9,SawyerW,0,4,4,531477020,N,0,1,CompShg,Gable,WD ,82000,0,Pave,4,721.0,AllPub,250,1950,1950,2009,14,6,0,4,1.0,3802500,294.0,707281,3364,606361.0,509949601.0,0,2,0,0,0,1,0,0
307,900,412,0,None,3,1Fam,3,No,0.0,0.0,3,784.0,0.0,0.0,Unf,Unf,Y,2,2,FuseA,0,3,3,VinylSd,VinylSd,None,0,0,CBlock,1,7,649.0,2.0,3,Unf,3,Detchd,1953.0,1312,1,GasA,5,1.5Fin,2594,1,3,Lvl,Gtl,7500,Inside,50.0,Reg,0,50,0.0,None,None,0,10,NAmes,28,6,6,535354130,Y,0,1,CompShg,Gable,WD ,127000,0,Pave,6,784.0,AllPub,0,1947,1950,2006,12,9,0,9,1.5,3796650,1298.0,1180800,7872,705600.0,925747200.0,0,4,0,0,0,0,1,0
308,1134,924,0,Grvl,3,1Fam,3,No,0.0,0.0,4,416.0,319.0,0.0,Rec,Unf,N,2,2,SBrkr,259,3,3,AsbShng,AsbShng,None,4,1,BrkTil,1,7,396.0,2.0,2,Unf,2,Detchd,1950.0,2058,1,OthW,2,2.5Unf,1314,1,3,Lvl,Gtl,9600,Inside,60.0,Reg,0,75,0.0,None,None,0,4,OldTown,0,5,6,902305080,P,0,1,CompShg,Gable,WD ,129500,0,Pave,8,735.0,AllPub,0,1917,1950,2008,4,12,4,9,1.5,3738150,792.0,2333772,12348,833490.0,1715322420.0,0,4,0,0,0,0,0,1
309,1360,0,0,None,1,TwnhsE,3,Av,1.0,0.0,4,184.0,1036.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,HdBoard,HdBoard,None,5,1,CBlock,1,7,565.0,2.0,3,RFn,3,Attchd,1984.0,1360,0,GasA,4,1Story,366,1,4,Lvl,Gtl,5814,CulDSac,68.0,IR1,0,120,0.0,None,None,0,8,StoneBr,0,5,8,527182110,Y,0,1,CompShg,Gable,COD,187500,0,Pave,4,1220.0,AllPub,63,1984,1984,2009,28,12,5,12,2.0,3936256,1130.0,1849600,10880,1659200.0,2256512000.0,0,4,0,0,0,0,1,0
310,1786,0,0,None,3,1Fam,3,Gd,1.0,0.0,5,240.0,1538.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,4,1,PConc,2,7,715.0,3.0,3,RFn,3,Attchd,2002.0,1786,0,GasA,5,1Story,1462,1,4,Lvl,Gtl,14860,CulDSac,68.0,IR2,0,20,240.0,BrkFace,None,0,6,CollgCr,35,5,8,907255060,Y,0,1,CompShg,Hip,WD ,300000,0,Pave,6,1778.0,AllPub,182,2002,2003,2008,19,15,4,12,3.0,4010006,2145.0,3189796,14288,3175508.0,5671457288.0,0,4,0,0,0,0,1,0
311,1097,896,0,None,4,1Fam,3,No,0.0,0.0,3,409.0,416.0,0.0,Rec,Unf,Y,2,2,SBrkr,0,3,3,HdBoard,HdBoard,GdWo,4,1,CBlock,2,7,495.0,2.0,3,RFn,3,Attchd,1971.0,1993,1,GasA,4,2Story,2541,1,3,Lvl,Gtl,14803,CulDSac,68.0,IR1,0,60,252.0,BrkFace,None,0,6,NWAmes,66,5,6,534250300,Y,0,1,CompShg,Gable,WD ,190000,0,Pave,8,825.0,AllPub,0,1971,1971,2006,17,9,4,9,2.5,3884841,990.0,2186321,11958,905025.0,1803714825.0,0,4,0,0,0,0,1,0
312,986,376,0,None,4,1Fam,2,No,0.0,0.0,3,951.0,0.0,0.0,Unf,Unf,N,2,2,SBrkr,0,2,2,MetalSd,MetalSd,MnPrv,0,0,BrkTil,2,7,280.0,1.0,3,Unf,2,Detchd,1920.0,1362,0,GasW,2,1.5Fin,2088,1,3,Lvl,Gtl,7550,Inside,50.0,Reg,0,50,0.0,None,None,0,3,Edwards,0,5,4,905480090,P,0,1,CompShg,Gambrel,WD ,96000,0,Pave,7,951.0,AllPub,0,1920,1950,2007,6,6,0,4,2.0,3744000,280.0,1342932,5448,937686.0,1277128332.0,0,4,0,0,0,0,1,0
313,1112,438,0,None,2,1Fam,3,No,1.0,0.0,4,280.0,812.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,CemntBd,CmentBd,None,0,0,PConc,2,7,438.0,2.0,3,Fin,3,Attchd,2007.0,1550,0,GasA,5,2Story,527,1,4,Lvl,Gtl,8125,Inside,65.0,Reg,0,60,100.0,Stone,None,0,10,Somerst,168,5,7,528480130,Y,0,1,CompShg,Gable,WD ,241000,0,Pave,7,1092.0,AllPub,0,2006,2007,2009,22,12,0,12,3.0,4026042,876.0,1723600,10850,1214304.0,1882171200.0,0,4,0,1,0,0,0,0
314,1696,0,0,None,3,1Fam,3,No,0.0,0.0,3,1140.0,0.0,0.0,Unf,Unf,Y,1,2,SBrkr,0,4,3,HdBoard,HdBoard,None,3,1,CBlock,1,5,349.0,1.0,3,RFn,3,Attchd,1962.0,1696,1,GasA,3,1Story,1824,1,3,Lvl,Gtl,13673,CulDSac,40.0,IR1,0,20,0.0,None,None,0,3,Sawyer,30,5,5,532376090,Y,0,1,CompShg,Gable,WD ,143900,0,Pave,8,1140.0,AllPub,0,1962,1962,2007,9,9,3,12,1.5,3849444,349.0,2876416,8480,1933440.0,3279114240.0,0,2,0,0,0,0,1,0
315,546,546,0,None,3,Twnhs,3,No,0.0,0.0,3,138.0,408.0,0.0,Rec,Unf,Y,2,2,SBrkr,0,3,3,CemntBd,CmentBd,None,0,0,CBlock,1,7,286.0,1.0,3,Unf,3,CarPort,1970.0,1092,1,GasA,3,2Story,2918,1,3,Lvl,Gtl,1533,Inside,21.0,Reg,0,160,0.0,None,None,0,12,MeadowV,0,5,4,923228180,Y,0,1,CompShg,Gable,WD ,87550,0,Pave,5,546.0,AllPub,0,1970,1970,2006,1,9,0,9,1.5,3880900,286.0,596232,4368,298116.0,325542672.0,0,4,0,0,0,0,0,1
316,1752,0,0,None,2,TwnhsE,3,No,1.0,0.0,5,1296.0,456.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,5,MetalSd,MetalSd,None,4,1,PConc,2,7,576.0,2.0,3,RFn,3,Attchd,2005.0,1752,0,GasA,5,1Story,49,1,5,Lvl,Gtl,7658,Inside,61.0,Reg,0,120,412.0,BrkFace,None,0,2,NridgHt,82,5,9,528180070,Y,0,1,CompShg,Hip,WD ,319900,0,Pave,6,1752.0,AllPub,196,2005,2005,2010,27,15,4,15,3.0,4020025,1152.0,3069504,15768,3069504.0,5377771008.0,0,4,0,0,0,0,1,0
317,1102,1371,0,None,4,1Fam,4,Gd,0.0,0.0,5,889.0,205.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,4,1,PConc,2,7,675.0,3.0,3,Fin,3,BuiltIn,2006.0,2473,1,GasA,5,2Story,2332,1,4,HLS,Gtl,12292,CulDSac,63.0,IR1,0,60,184.0,BrkFace,None,0,7,StoneBr,39,5,9,527210050,Y,0,1,CompShg,Hip,New,356383,0,Pave,11,1094.0,AllPub,246,2006,2006,2006,28,20,4,12,2.5,4024036,2025.0,2725246,22257,1205588.0,2981419124.0,0,4,0,0,0,0,1,0
318,1800,0,0,None,2,1Fam,3,No,0.0,0.0,5,1800.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,0,0,PConc,2,7,702.0,2.0,3,Fin,3,Attchd,2007.0,1800,0,GasA,5,1Story,826,1,5,Lvl,Gtl,11923,Corner,122.0,IR1,0,20,0.0,None,None,0,5,CollgCr,136,5,9,906380100,Y,0,1,CompShg,Gable,WD ,239000,0,Pave,7,1800.0,AllPub,288,2007,2007,2009,19,15,0,12,2.0,4028049,1404.0,3240000,16200,3240000.0,5832000000.0,0,4,0,0,0,0,1,0
319,1108,1089,0,None,4,1Fam,3,Av,1.0,0.0,4,0.0,228.0,852.0,BLQ,GLQ,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,4,1,PConc,2,7,783.0,3.0,3,Fin,3,Attchd,1993.0,2197,1,GasA,5,2Story,1108,1,4,Lvl,Gtl,10010,Inside,91.0,Reg,0,60,320.0,BrkFace,None,0,7,NoRidge,99,5,7,528365080,Y,0,1,WdShake,Hip,WD ,287500,0,Pave,9,1080.0,AllPub,385,1993,1994,2008,26,12,4,12,3.5,3974042,2349.0,2434276,15379,1196640.0,2629018080.0,0,4,0,0,0,0,1,0
320,854,0,0,None,2,1Fam,3,No,0.0,0.0,3,360.0,360.0,0.0,Rec,Unf,Y,1,2,SBrkr,0,3,3,MetalSd,MetalSd,None,0,0,CBlock,1,7,660.0,2.0,3,Unf,3,Detchd,1991.0,1382,1,GasA,3,1.5Fin,2041,1,3,Lvl,Gtl,12358,Inside,68.0,IR1,528,50,0.0,None,None,0,5,OldTown,0,6,5,903475040,Y,0,1,CompShg,Gable,WD ,128500,0,Pave,7,720.0,AllPub,237,1941,1950,2007,4,9,0,9,1.5,3784950,1320.0,1180228,6910,614880.0,849764160.0,0,2,0,0,0,0,0,1
321,847,886,0,None,3,1Fam,3,No,0.0,0.0,4,847.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,4,1,PConc,2,7,433.0,2.0,3,Fin,3,BuiltIn,2004.0,1733,1,GasA,5,2Story,57,1,4,Lvl,Gtl,8577,Inside,63.0,IR1,0,60,0.0,None,None,0,4,Gilbert,48,5,7,528240130,Y,0,1,CompShg,Gable,WD ,185088,0,Pave,7,847.0,AllPub,144,2004,2004,2010,16,12,4,12,2.5,4016016,866.0,1467851,12131,717409.0,1243269797.0,0,4,0,0,0,0,1,0
322,1402,0,0,None,3,1Fam,3,No,0.0,0.0,4,1402.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,0,0,PConc,2,7,625.0,2.0,3,RFn,3,Attchd,2008.0,1402,0,GasA,5,1Story,520,1,4,Lvl,Gtl,8640,Inside,72.0,Reg,0,20,0.0,None,None,0,5,Somerst,126,5,7,528458060,Y,0,1,CompShg,Hip,WD ,229800,0,Pave,7,1402.0,AllPub,205,2008,2008,2009,22,12,0,12,2.0,4032064,1250.0,1965604,9814,1965604.0,2755776808.0,0,4,0,1,0,0,0,0
