,1st_flr_sf,2nd_flr_sf,3ssn_porch,alley,bedroom_abvgr,bldg_type,bsmt_cond,bsmt_exposure,bsmt_full_bath,bsmt_half_bath,bsmt_qual,bsmt_unf_sf,bsmtfin_sf_1,bsmtfin_sf_2,bsmtfin_type_1,bsmtfin_type_2,central_air,condition_1,condition_2,electrical,enclosed_porch,exter_cond,exter_qual,exterior_1st,exterior_2nd,fence,fireplace_qu,fireplaces,foundation,full_bath,functional,garage_area,garage_cars,garage_cond,garage_finish,garage_qual,garage_type,garage_yr_blt,gr_liv_area,half_bath,heating,heating_qc,house_style,id,kitchen_abvgr,kitchen_qual,land_contour,land_slope,lot_area,lot_config,lot_frontage,lot_shape,low_qual_fin_sf,ms_subclass,ms_zoning,mas_vnr_area,mas_vnr_type,misc_feature,misc_val,mo_sold,neighborhood,open_porch_sf,overall_cond,overall_qual,pid,paved_drive,pool_area,pool_qc,roof_matl,roof_style,sale_type,saleprice,screen_porch,street,totrms_abvgrd,total_bsmt_sf,utilities,wood_deck_sf,year_built,year_remod/add,yr_sold,neighborhood_rank
291,832,505,0,None,3,1Fam,3,No,0.0,0.0,3,832.0,0.0,0.0,Unf,Unf,Y,2,2,FuseA,0,3,3,MetalSd,MetalSd,None,0,0,CBlock,1,7,263.0,1.0,3,Unf,3,Attchd,1956.0,1337,0,GasA,3,1.5Fin,149,1,3,Lvl,Gtl,8382,Inside,60.0,Reg,0,50,RL,0.0,None,None,0,2,NAmes,0,5,4,535180130,Y,0,1,CompShg,Gable,WD ,108000,0,Pave,5,832.0,AllPub,0,1956,1956,2010,12
292,1222,698,0,None,4,1Fam,3,No,0.0,0.0,3,570.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,3,MetalSd,MetalSd,GdPrv,3,1,CBlock,3,7,487.0,2.0,3,RFn,3,Attchd,1968.0,1920,0,GasA,4,SLvl,2525,1,4,Lvl,Gtl,10192,Inside,102.0,IR1,0,80,RL,143.0,BrkFace,None,0,9,NWAmes,98,6,7,534126060,Y,0,1,CompShg,Gable,WD ,170000,0,Pave,8,570.0,AllPub,0,1968,1992,2006,17
293,848,0,0,None,1,TwnhsE,3,Mn,1.0,0.0,4,186.0,662.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,0,0,PConc,1,7,420.0,2.0,3,RFn,3,Attchd,2004.0,848,0,GasA,5,1Story,1470,1,4,Lvl,Gtl,4426,Inside,68.0,Reg,0,120,RM,205.0,BrkFace,None,0,2,CollgCr,0,5,6,907290250,Y,0,1,CompShg,Gable,WD ,145000,0,Pave,3,848.0,AllPub,140,2004,2004,2008,19
294,1055,0,0,None,2,Twnhs,3,No,0.0,1.0,4,0.0,435.0,622.0,ALQ,LwQ,Y,2,2,SBrkr,0,3,3,Plywood,Brk Cmn,None,2,1,CBlock,2,7,440.0,2.0,3,RFn,3,Attchd,1975.0,1055,0,GasA,3,1Story,412,1,3,Lvl,Gtl,2280,FR2,24.0,Reg,0,120,RL,0.0,None,None,0,8,NPkVill,27,5,7,527453140,Y,0,1,CompShg,Gable,WD ,123000,0,Pave,4,1057.0,AllPub,0,1975,1975,2009,10
295,1291,0,0,None,2,1Fam,3,Mn,1.0,0.0,4,288.0,1003.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,3,Wd Sdng,Wd Sdng,None,4,1,PConc,1,7,431.0,2.0,3,Unf,3,Attchd,1996.0,1291,0,GasA,5,1Story,1399,1,4,HLS,Gtl,2887,Inside,68.0,Reg,0,120,RL,0.0,None,None,0,11,ClearCr,0,5,6,905351089,Y,0,1,CompShg,Gable,WD ,173000,0,Pave,6,1291.0,AllPub,307,1996,1997,2008,21
296,720,0,0,None,2,1Fam,3,No,0.0,0.0,3,624.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,4,3,VinylSd,VinylSd,None,0,0,BrkTil,1,7,484.0,2.0,3,Unf,3,Detchd,2005.0,720,0,GasA,4,1Story,183,1,3,Lvl,Gtl,8520,Inside,60.0,Reg,0,30,RM,0.0,None,None,0,5,OldTown,0,8,6,902207140,Y,0,1,CompShg,Gable,WD ,105900,0,Pave,5,624.0,AllPub,106,1928,2003,2010,4
297,526,462,0,None,2,Twnhs,3,Gd,1.0,0.0,4,0.0,462.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,3,CemntBd,CmentBd,GdWo,0,0,CBlock,1,7,297.0,1.0,3,Unf,3,BuiltIn,1973.0,988,0,GasA,3,SLvl,974,1,3,Lvl,Gtl,1596,Inside,21.0,Reg,0,180,RM,0.0,None,None,0,11,MeadowV,101,5,4,923225360,Y,0,1,CompShg,Gable,WD ,91000,0,Pave,5,462.0,AllPub,120,1973,1973,2009,1
298,986,537,0,None,3,1Fam,3,No,1.0,0.0,3,248.0,312.0,507.0,BLQ,Rec,N,2,2,SBrkr,81,3,3,BrkComm,Brk Cmn,None,3,1,BrkTil,2,2,295.0,1.0,3,Unf,3,Attchd,1949.0,1523,0,GasW,2,1.5Fin,930,1,2,Bnk,Gtl,15600,Inside,78.0,Reg,0,50,RL,0.0,None,None,0,10,Crawfor,0,7,5,909426090,Y,0,1,CompShg,Gable,WD ,158000,0,Pave,7,1067.0,AllPub,0,1949,2005,2009,20
299,864,864,0,None,3,1Fam,3,No,0.0,0.0,4,864.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,0,0,PConc,2,7,572.0,2.0,3,RFn,3,Attchd,2004.0,1728,1,GasA,5,2Story,881,1,4,Lvl,Gtl,9313,Inside,65.0,IR1,0,60,RL,0.0,None,None,0,4,CollgCr,56,5,7,907412020,Y,0,1,CompShg,Gable,WD ,190000,0,Pave,7,864.0,AllPub,187,2004,2004,2009,19
300,1239,0,0,None,1,TwnhsE,3,Gd,1.0,0.0,4,0.0,560.0,670.0,LwQ,GLQ,Y,2,2,SBrkr,0,3,4,BrkFace,BrkFace,None,2,1,PConc,1,7,477.0,2.0,3,Fin,3,Attchd,1995.0,1239,1,GasA,5,1Story,1180,1,4,Lvl,Gtl,11064,CulDSac,22.0,IR2,0,120,RL,0.0,None,None,0,8,Veenker,24,5,8,533250110,Y,0,1,CompShg,Hip,WD ,217500,0,Pave,4,1230.0,AllPub,172,1995,1995,2008,24
301,1151,804,0,None,4,1Fam,3,No,0.0,0.0,3,821.0,330.0,0.0,ALQ,Unf,Y,2,2,FuseA,0,3,3,WdShing,Wd Shng,None,0,0,CBlock,2,7,356.0,1.0,3,Fin,3,Attchd,1958.0,1955,0,GasA,4,1.5Fin,1553,1,3,Lvl,Gtl,9000,Inside,75.0,Reg,0,50,RM,162.0,BrkFace,None,0,1,IDOTRR,0,5,5,910226040,Y,0,1,CompShg,Gable,WD ,165500,0,Pave,7,1151.0,AllPub,0,1958,1958,2008,2
302,860,704,0,None,3,1Fam,3,No,0.0,0.0,3,429.0,275.0,0.0,Rec,Unf,Y,2,2,SBrkr,0,3,3,MetalSd,MetalSd,None,4,1,CBlock,1,7,234.0,1.0,3,Unf,3,Attchd,1941.0,1564,1,GasA,5,2Story,928,1,2,Bnk,Gtl,12000,Inside,75.0,Reg,0,70,RL,0.0,None,None,0,7,Crawfor,0,7,7,909425060,Y,0,1,CompShg,Gable,WD ,174500,0,Pave,7,704.0,AllPub,0,1941,1950,2009,20
303,1204,0,0,None,3,1Fam,3,Av,0.0,0.0,5,416.0,0.0,0.0,Unf,Unf,Y,2,2,FuseA,0,3,3,Wd Sdng,Wd Sdng,None,0,0,CBlock,1,7,312.0,1.0,3,Unf,3,Basment,1954.0,1204,0,GasA,4,SLvl,1512,1,3,Bnk,Mod,7692,Inside,62.0,Reg,0,80,RL,0.0,None,None,0,11,Edwards,0,6,4,908276140,Y,0,1,CompShg,Gable,WD ,100000,0,Pave,6,416.0,AllPub,0,1954,1954,2008,6
304,1329,0,0,None,3,1Fam,3,No,0.0,0.0,3,406.0,923.0,0.0,ALQ,Unf,Y,2,2,SBrkr,0,3,3,Wd Sdng,Wd Sdng,None,0,0,CBlock,1,7,312.0,1.0,3,Unf,3,Attchd,1958.0,1329,1,GasA,3,1Story,3,1,4,Lvl,Gtl,14267,Corner,81.0,IR1,0,20,RL,108.0,BrkFace,Gar2,12500,6,NAmes,36,6,6,526351010,Y,0,1,CompShg,Hip,WD ,172000,0,Pave,6,1329.0,AllPub,393,1958,1958,2010,12
305,879,0,0,None,3,1Fam,3,No,0.0,0.0,3,102.0,330.0,432.0,BLQ,Rec,Y,2,2,SBrkr,0,3,3,HdBoard,HdBoard,None,0,0,CBlock,1,7,440.0,2.0,3,Unf,3,Attchd,1975.0,879,0,GasA,3,1Story,2140,1,3,Lvl,Gtl,9675,Corner,75.0,Reg,0,20,RL,0.0,None,None,0,9,CollgCr,80,6,5,907202220,Y,0,1,CompShg,Hip,Con,120000,0,Pave,5,864.0,AllPub,0,1975,1975,2007,19
306,841,0,0,None,2,1Fam,2,No,0.0,0.0,3,721.0,0.0,0.0,Unf,Unf,Y,1,2,SBrkr,24,2,2,Wd Sdng,AsbShng,None,0,0,CBlock,1,7,294.0,1.0,3,Unf,3,CarPort,1950.0,841,0,GasA,4,1Story,553,1,3,Lvl,Gtl,8400,Inside,60.0,Reg,0,20,RH,0.0,None,None,0,9,SawyerW,0,4,4,531477020,N,0,1,CompShg,Gable,WD ,82000,0,Pave,4,721.0,AllPub,250,1950,1950,2009,14
307,900,412,0,None,3,1Fam,3,No,0.0,0.0,3,784.0,0.0,0.0,Unf,Unf,Y,2,2,FuseA,0,3,3,VinylSd,VinylSd,None,0,0,CBlock,1,7,649.0,2.0,3,Unf,3,Detchd,1953.0,1312,1,GasA,5,1.5Fin,2594,1,3,Lvl,Gtl,7500,Inside,50.0,Reg,0,50,RL,0.0,None,None,0,10,NAmes,28,6,6,535354130,Y,0,1,CompShg,Gable,WD ,127000,0,Pave,6,784.0,AllPub,0,1947,1950,2006,12
308,1134,924,0,Grvl,3,1Fam,3,No,0.0,0.0,4,416.0,319.0,0.0,Rec,Unf,N,2,2,SBrkr,259,3,3,AsbShng,AsbShng,None,4,1,BrkTil,1,7,396.0,2.0,2,Unf,2,Detchd,1950.0,2058,1,OthW,2,2.5Unf,1314,1,3,Lvl,Gtl,9600,Inside,60.0,Reg,0,75,RM,0.0,None,None,0,4,OldTown,0,5,6,902305080,P,0,1,CompShg,Gable,WD ,129500,0,Pave,8,735.0,AllPub,0,1917,1950,2008,4
309,1360,0,0,None,1,TwnhsE,3,Av,1.0,0.0,4,184.0,1036.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,HdBoard,HdBoard,None,5,1,CBlock,1,7,565.0,2.0,3,RFn,3,Attchd,1984.0,1360,0,GasA,4,1Story,366,1,4,Lvl,Gtl,5814,CulDSac,68.0,IR1,0,120,RL,0.0,None,None,0,8,StoneBr,0,5,8,527182110,Y,0,1,CompShg,Gable,COD,187500,0,Pave,4,1220.0,AllPub,63,1984,1984,2009,28
310,1786,0,0,None,3,1Fam,3,Gd,1.0,0.0,5,240.0,1538.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,4,1,PConc,2,7,715.0,3.0,3,RFn,3,Attchd,2002.0,1786,0,GasA,5,1Story,1462,1,4,Lvl,Gtl,14860,CulDSac,68.0,IR2,0,20,RL,240.0,BrkFace,None,0,6,CollgCr,35,5,8,907255060,Y,0,1,CompShg,Hip,WD ,300000,0,Pave,6,1778.0,AllPub,182,2002,2003,2008,19
311,1097,896,0,None,4,1Fam,3,No,0.0,0.0,3,409.0,416.0,0.0,Rec,Unf,Y,2,2,SBrkr,0,3,3,HdBoard,HdBoard,GdWo,4,1,CBlock,2,7,495.0,2.0,3,RFn,3,Attchd,1971.0,1993,1,GasA,4,2Story,2541,1,3,Lvl,Gtl,14803,CulDSac,68.0,IR1,0,60,RL,252.0,BrkFace,None,0,6,NWAmes,66,5,6,534250300,Y,0,1,CompShg,Gable,WD ,190000,0,Pave,8,825.0,AllPub,0,1971,1971,2006,17
312,986,376,0,None,4,1Fam,2,No,0.0,0.0,3,951.0,0.0,0.0,Unf,Unf,N,2,2,SBrkr,0,2,2,MetalSd,MetalSd,MnPrv,0,0,BrkTil,2,7,280.0,1.0,3,Unf,2,Detchd,1920.0,1362,0,GasW,2,1.5Fin,2088,1,3,Lvl,Gtl,7550,Inside,50.0,Reg,0,50,RL,0.0,None,None,0,3,Edwards,0,5,4,905480090,P,0,1,CompShg,Gambrel,WD ,96000,0,Pave,7,951.0,AllPub,0,1920,1950,2007,6
313,1112,438,0,None,2,1Fam,3,No,1.0,0.0,4,280.0,812.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,CemntBd,CmentBd,None,0,0,PConc,2,7,438.0,2.0,3,Fin,3,Attchd,2007.0,1550,0,GasA,5,2Story,527,1,4,Lvl,Gtl,8125,Inside,65.0,Reg,0,60,FV,100.0,Stone,None,0,10,Somerst,168,5,7,528480130,Y,0,1,CompShg,Gable,WD ,241000,0,Pave,7,1092.0,AllPub,0,2006,2007,2009,22
314,1696,0,0,None,3,1Fam,3,No,0.0,0.0,3,1140.0,0.0,0.0,Unf,Unf,Y,1,2,SBrkr,0,4,3,HdBoard,HdBoard,None,3,1,CBlock,1,5,349.0,1.0,3,RFn,3,Attchd,1962.0,1696,1,GasA,3,1Story,1824,1,3,Lvl,Gtl,13673,CulDSac,40.0,IR1,0,20,RL,0.0,None,None,0,3,Sawyer,30,5,5,532376090,Y,0,1,CompShg,Gable,WD ,143900,0,Pave,8,1140.0,AllPub,0,1962,1962,2007,9
315,546,546,0,None,3,Twnhs,3,No,0.0,0.0,3,138.0,408.0,0.0,Rec,Unf,Y,2,2,SBrkr,0,3,3,CemntBd,CmentBd,None,0,0,CBlock,1,7,286.0,1.0,3,Unf,3,CarPort,1970.0,1092,1,GasA,3,2Story,2918,1,3,Lvl,Gtl,1533,Inside,21.0,Reg,0,160,RM,0.0,None,None,0,12,MeadowV,0,5,4,923228180,Y,0,1,CompShg,Gable,WD ,87550,0,Pave,5,546.0,AllPub,0,1970,1970,2006,1
316,1752,0,0,None,2,TwnhsE,3,No,1.0,0.0,5,1296.0,456.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,5,MetalSd,MetalSd,None,4,1,PConc,2,7,576.0,2.0,3,RFn,3,Attchd,2005.0,1752,0,GasA,5,1Story,49,1,5,Lvl,Gtl,7658,Inside,61.0,Reg,0,120,RL,412.0,BrkFace,None,0,2,NridgHt,82,5,9,528180070,Y,0,1,CompShg,Hip,WD ,319900,0,Pave,6,1752.0,AllPub,196,2005,2005,2010,27
317,1102,1371,0,None,4,1Fam,4,Gd,0.0,0.0,5,889.0,205.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,4,1,PConc,2,7,675.0,3.0,3,Fin,3,BuiltIn,2006.0,2473,1,GasA,5,2Story,2332,1,4,HLS,Gtl,12292,CulDSac,63.0,IR1,0,60,RL,184.0,BrkFace,None,0,7,StoneBr,39,5,9,527210050,Y,0,1,CompShg,Hip,New,356383,0,Pave,11,1094.0,AllPub,246,2006,2006,2006,28
318,1800,0,0,None,2,1Fam,3,No,0.0,0.0,5,1800.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,0,0,PConc,2,7,702.0,2.0,3,Fin,3,Attchd,2007.0,1800,0,GasA,5,1Story,826,1,5,Lvl,Gtl,11923,Corner,122.0,IR1,0,20,RL,0.0,None,None,0,5,CollgCr,136,5,9,906380100,Y,0,1,CompShg,Gable,WD ,239000,0,Pave,7,1800.0,AllPub,288,2007,2007,2009,19
319,1108,1089,0,None,4,1Fam,3,Av,1.0,0.0,4,0.0,228.0,852.0,BLQ,GLQ,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,4,1,PConc,2,7,783.0,3.0,3,Fin,3,Attchd,1993.0,2197,1,GasA,5,2Story,1108,1,4,Lvl,Gtl,10010,Inside,91.0,Reg,0,60,RL,320.0,BrkFace,None,0,7,NoRidge,99,5,7,528365080,Y,0,1,WdShake,Hip,WD ,287500,0,Pave,9,1080.0,AllPub,385,1993,1994,2008,26
320,854,0,0,None,2,1Fam,3,No,0.0,0.0,3,360.0,360.0,0.0,Rec,Unf,Y,1,2,SBrkr,0,3,3,MetalSd,MetalSd,None,0,0,CBlock,1,7,660.0,2.0,3,Unf,3,Detchd,1991.0,1382,1,GasA,3,1.5Fin,2041,1,3,Lvl,Gtl,12358,Inside,68.0,IR1,528,50,RM,0.0,None,None,0,5,OldTown,0,6,5,903475040,Y,0,1,CompShg,Gable,WD ,128500,0,Pave,7,720.0,AllPub,237,1941,1950,2007,4
321,847,886,0,None,3,1Fam,3,No,0.0,0.0,4,847.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,4,1,PConc,2,7,433.0,2.0,3,Fin,3,BuiltIn,2004.0,1733,1,GasA,5,2Story,57,1,4,Lvl,Gtl,8577,Inside,63.0,IR1,0,60,RL,0.0,None,None,0,4,Gilbert,48,5,7,528240130,Y,0,1,CompShg,Gable,WD ,185088,0,Pave,7,847.0,AllPub,144,2004,2004,2010,16
322,1402,0,0,None,3,1Fam,3,No,0.0,0.0,4,1402.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,0,0,PConc,2,7,625.0,2.0,3,RFn,3,Attchd,2008.0,1402,0,GasA,5,1Story,520,1,4,Lvl,Gtl,8640,Inside,72.0,Reg,0,20,FV,0.0,None,None,0,5,Somerst,126,5,7,528458060,Y,0,1,CompShg,Hip,WD ,229800,0,Pave,7,1402.0,AllPub,205,2008,2008,2009,22
323,887,0,0,None,3,1Fam,3,No,0.0,1.0,3,348.0,516.0,0.0,ALQ,Unf,Y,2,2,SBrkr,0,3,3,Plywood,HdBoard,None,0,0,CBlock,1,7,288.0,1.0,3,RFn,3,Attchd,1984.0,887,0,GasA,3,1Story,2305,1,3,Lvl,Gtl,10447,Inside,62.0,Reg,0,20,RL,0.0,None,None,0,12,Mitchel,0,6,5,923425030,Y,0,1,CompShg,Gable,WD ,124500,0,Pave,5,864.0,AllPub,140,1984,1984,2007,13
324,1051,0,0,None,3,1Fam,3,No,1.0,0.0,3,293.0,758.0,0.0,ALQ,Unf,Y,1,2,SBrkr,0,3,3,MetalSd,MetalSd,None,0,0,CBlock,1,7,504.0,2.0,3,RFn,3,Attchd,1968.0,1051,0,GasA,4,1Story,2533,1,3,Lvl,Gtl,9600,Corner,80.0,Reg,0,20,RL,0.0,None,None,0,7,NAmes,0,5,5,534201230,Y,0,1,CompShg,Gable,WD ,142000,0,Pave,6,1051.0,AllPub,0,1968,1968,2006,12
325,755,755,0,None,3,1Fam,3,No,0.0,0.0,3,450.0,305.0,0.0,BLQ,Unf,Y,2,2,SBrkr,164,3,3,MetalSd,MetalSd,None,0,0,PConc,1,7,216.0,1.0,3,Unf,3,Detchd,1920.0,1510,0,GasA,5,2Story,2852,1,3,HLS,Gtl,4899,Corner,69.0,Reg,0,70,RL,0.0,None,None,0,6,SWISU,0,8,6,909250200,Y,0,1,CompShg,Gable,WD ,149000,0,Pave,6,755.0,AllPub,0,1920,1950,2006,7
326,1656,0,0,None,4,Duplex,3,No,0.0,0.0,3,1656.0,0.0,0.0,Unf,Unf,Y,1,2,SBrkr,0,3,3,Plywood,Plywood,None,0,0,CBlock,2,7,506.0,2.0,3,Unf,3,Detchd,1973.0,1656,0,GasA,3,1Story,1198,2,3,Lvl,Gtl,9246,Inside,87.0,IR1,0,90,RL,564.0,BrkFace,None,0,11,NWAmes,211,5,5,534250010,Y,0,1,CompShg,Gable,WD ,135000,0,Pave,8,1656.0,AllPub,0,1973,1973,2008,17
327,958,0,0,None,2,TwnhsE,3,No,0.0,0.0,4,958.0,120.0,0.0,ALQ,Unf,Y,2,2,SBrkr,0,3,3,Plywood,Plywood,None,3,1,CBlock,2,7,440.0,2.0,3,RFn,3,Attchd,1977.0,958,0,GasA,3,1Story,1681,1,3,Lvl,Gtl,4928,Inside,68.0,IR1,0,120,RL,0.0,None,None,0,2,NPkVill,205,5,6,527452100,Y,0,1,CompShg,Gable,WD ,128000,0,Pave,5,1078.0,AllPub,0,1976,1976,2007,10
328,3228,0,0,None,4,1Fam,3,No,1.0,0.0,4,1969.0,1231.0,0.0,GLQ,Unf,Y,2,2,SBrkr,291,3,4,BrkFace,BrkFace,None,4,1,PConc,3,7,546.0,2.0,3,RFn,3,Attchd,1992.0,3228,0,GasA,5,1Story,1773,1,4,Lvl,Gtl,12692,Inside,68.0,IR1,0,20,RL,0.0,None,None,0,5,NoRidge,75,5,8,528366050,Y,0,1,CompShg,Hip,WD ,430000,0,Pave,10,3200.0,AllPub,264,1992,1993,2007,26
329,1040,0,0,None,3,1Fam,3,No,1.0,0.0,3,228.0,812.0,0.0,Rec,Unf,Y,2,2,SBrkr,0,3,3,HdBoard,HdBoard,None,0,0,CBlock,1,7,686.0,2.0,3,Fin,3,Detchd,1991.0,1040,1,GasA,3,1Story,1825,1,3,Lvl,Gtl,7476,Corner,84.0,Reg,0,20,RL,0.0,None,None,0,6,Sawyer,0,7,5,532377050,Y,0,1,CompShg,Gable,WD ,145000,0,Pave,5,1040.0,AllPub,188,1968,1968,2007,9
330,661,589,0,None,3,1Fam,3,No,0.0,0.0,3,661.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,81,3,3,Wd Sdng,Wd Shng,None,4,1,PConc,2,7,552.0,2.0,3,Unf,3,Detchd,1985.0,1250,0,GasA,5,1.5Fin,2208,1,3,Lvl,Gtl,5362,Corner,53.0,Reg,0,50,RL,0.0,None,None,0,11,Crawfor,0,6,5,909254150,Y,0,1,CompShg,Gable,WD ,139000,0,Pave,8,661.0,AllPub,242,1910,2003,2007,20
331,1140,728,0,None,3,1Fam,3,No,0.0,0.0,4,585.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,3,VinylSd,VinylSd,None,3,1,CBlock,3,7,477.0,2.0,3,Fin,3,BuiltIn,1984.0,1868,1,GasA,5,SLvl,1646,1,3,Lvl,Gtl,12090,Inside,78.0,Reg,0,80,RL,74.0,BrkFace,None,0,1,NWAmes,112,7,6,527302020,Y,0,1,CompShg,Hip,WD ,178000,147,Pave,7,585.0,AllPub,268,1984,2003,2007,17
332,1632,1158,0,None,4,1Fam,3,Gd,1.0,0.0,5,538.0,1082.0,0.0,GLQ,Unf,Y,3,2,SBrkr,0,3,5,CemntBd,CmentBd,None,5,1,PConc,2,7,1150.0,4.0,3,Fin,3,BuiltIn,2005.0,2790,1,GasA,5,2Story,1060,1,5,Lvl,Gtl,12539,Inside,96.0,Reg,0,60,RL,468.0,BrkFace,None,0,6,NridgHt,200,5,10,528118090,Y,0,1,CompShg,Hip,WD ,460000,192,Pave,10,1620.0,AllPub,30,2005,2006,2008,27
333,1445,689,0,Pave,5,1Fam,3,No,0.0,0.0,3,844.0,0.0,0.0,Unf,Unf,N,3,2,FuseA,268,3,3,Wd Sdng,Wd Shng,None,0,0,BrkTil,2,7,441.0,2.0,3,Unf,3,Detchd,1930.0,2134,0,GasA,4,2.5Unf,748,1,4,Bnk,Gtl,11888,Inside,68.0,IR1,0,75,RL,0.0,None,None,0,7,BrkSide,60,6,6,903400220,Y,0,1,CompShg,Gable,WD ,214500,0,Pave,10,844.0,AllPub,0,1916,1994,2009,5
334,948,980,0,None,5,2fmCon,3,Mn,0.0,0.0,3,686.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,228,3,3,VinylSd,VinylSd,None,0,0,PConc,2,7,0.0,0.0,0,None,0,None,0.0,1928,0,GasA,4,2Story,2846,2,3,Lvl,Gtl,7082,Inside,68.0,Reg,0,190,RH,0.0,None,None,0,7,SWISU,0,8,5,909131125,N,0,1,CompShg,Gable,WD ,160000,0,Pave,10,686.0,AllPub,0,1916,1995,2006,7
335,1022,1038,168,None,3,1Fam,3,No,1.0,0.0,4,220.0,772.0,0.0,ALQ,Unf,Y,1,2,SBrkr,0,3,4,VinylSd,VinylSd,GdPrv,3,1,PConc,2,7,390.0,2.0,3,RFn,3,BuiltIn,1999.0,2060,1,GasA,5,2Story,493,1,4,Lvl,Gtl,8755,FR2,68.0,IR1,0,60,RL,298.0,BrkFace,None,0,6,Gilbert,0,5,7,528292070,Y,0,1,CompShg,Gable,WD ,214000,0,Pave,8,992.0,AllPub,0,1999,1999,2009,16
336,861,517,0,Grvl,3,1Fam,3,No,0.0,0.0,3,901.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,40,3,3,Wd Sdng,Wd Sdng,None,0,0,PConc,1,7,162.0,1.0,2,Unf,2,Detchd,1920.0,1378,0,GasA,4,1.5Fin,694,1,4,Lvl,Gtl,4080,Inside,68.0,Reg,0,50,RM,0.0,None,None,0,6,OldTown,0,8,6,902103100,P,0,1,CompShg,Gable,WD ,128900,0,Pave,6,901.0,AllPub,54,1935,1998,2009,4
337,1622,0,0,None,3,2fmCon,3,Av,1.0,0.0,3,90.0,1159.0,0.0,BLQ,Unf,Y,2,2,SBrkr,0,4,3,MetalSd,MetalSd,None,3,1,CBlock,1,7,1356.0,4.0,3,Fin,3,2Types,1975.0,1622,0,GasA,5,1Story,2283,1,3,Low,Mod,32463,Inside,68.0,Reg,0,190,RL,149.0,Stone,None,0,3,Mitchel,0,4,4,923205025,Y,0,1,CompShg,Gable,WD ,168000,0,Pave,7,1249.0,AllPub,439,1961,1975,2007,13
338,955,925,0,None,3,1Fam,3,Av,1.0,0.0,5,210.0,745.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,WdShing,Wd Shng,None,4,1,PConc,2,7,880.0,3.0,3,Fin,3,Attchd,2007.0,1880,1,GasA,5,2Story,1800,1,5,Lvl,Gtl,12217,Inside,112.0,IR1,0,60,FV,0,None,None,0,12,Somerst,127,5,8,528458150,Y,0,1,CompShg,Hip,New,310013,0,Pave,8,955.0,AllPub,168,2007,2007,2007,22
339,1088,0,0,None,2,TwnhsE,3,No,0.0,0.0,4,1074.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,137,3,4,HdBoard,HdBoard,None,0,0,CBlock,1,7,461.0,2.0,3,RFn,3,Attchd,1987.0,1088,1,GasA,5,1Story,1632,1,4,Lvl,Gtl,3696,Inside,68.0,Reg,0,120,RL,0.0,None,None,0,10,StoneBr,74,5,8,527182040,Y,0,1,CompShg,Gable,WD ,170000,0,Pave,5,1074.0,AllPub,0,1986,1986,2007,28
340,1040,0,0,None,3,1Fam,3,No,0.0,0.0,3,671.0,369.0,0.0,LwQ,Unf,Y,2,2,FuseA,252,3,3,BrkFace,Wd Sdng,GdWo,0,0,CBlock,1,7,286.0,1.0,3,RFn,3,Attchd,1959.0,1040,0,GasA,3,1Story,2624,1,3,Lvl,Gtl,7560,Inside,70.0,Reg,0,20,RL,0.0,None,None,0,7,NAmes,0,5,5,535453160,Y,0,1,CompShg,Gable,WD ,133700,0,Pave,6,1040.0,AllPub,140,1959,1959,2006,12
341,900,602,0,None,3,1Fam,2,No,0.0,0.0,3,602.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,112,4,3,Wd Sdng,Wd Sdng,None,3,2,PConc,1,7,180.0,1.0,3,Unf,3,Detchd,1923.0,1502,1,GasA,3,2Story,2197,1,4,Lvl,Gtl,10592,Inside,55.0,Reg,0,70,RL,0.0,None,None,0,8,Crawfor,0,7,6,909250150,Y,0,1,CompShg,Hip,WD ,165000,53,Pave,7,602.0,AllPub,96,1923,1996,2007,20
